,省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
573,海南省,珠江流域,大溪村,2021-11-16 16:00:00,,28.1,7.32,8.35,144.9,56.8,1.93,0.113,--,1.81,*,*,维护
574,海南省,珠江流域,铁桥,2021-11-16 12:00:00,,26.3,6.9,8.04,134.8,14.3,--,0.045,*,*,*,*,维护
575,海南省,珠江流域,龙塘,2021-11-16 12:00:00,Ⅱ,25.4,7.1,7.5,113.8,18.4,2.56,0.025,0.067,1.91,*,*,正常
576,海南省,珠江流域,儒房,2021-11-16 16:00:00,Ⅱ,25.7,7.55,8.16,3430.2,12.3,2.44,0.055,0.067,1.52,*,*,正常
577,海南省,珠江流域,演州河河口,2021-11-16 16:00:00,Ⅱ,25,7.37,8.3,126.2,27.7,3.72,0.112,0.098,2.29,*,*,正常
578,辽宁省,辽河流域,马虎山,2021-11-16 16:00:00,Ⅲ,5,8.04,12.39,587.9,24.1,4.16,0.672,0.132,4.97,*,*,正常
579,辽宁省,辽河流域,巨流河大桥,2021-11-16 16:00:00,Ⅲ,6.6,7.89,11.82,675.1,50.6,5.44,0.804,0.127,5.86,*,*,正常
580,辽宁省,辽河流域,兴国桥,2021-11-16 16:00:00,Ⅱ,8.4,8.02,12.23,498,1.2,2.54,0.048,0.029,2.36,*,*,正常
581,辽宁省,辽河流域,麦家,2021-11-16 16:00:00,Ⅱ,8.2,7.96,11.8,521.1,6.2,2,0.426,0.1,8.91,*,*,正常
582,辽宁省,辽河流域,复州湾大桥,2021-11-16 16:00:00,Ⅱ,8.6,8.8,14.59,544.7,12,2.15,0.058,0.056,11.26,*,*,正常
583,辽宁省,辽河流域,三台子,??,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
584,辽宁省,辽河流域,英那河入海口,2021-11-16 16:00:00,,9.4,8.23,13.4,138.8,24,20.82,--,0.019,2.77,*,*,维护
585,辽宁省,辽河流域,登化,2021-11-16 16:00:00,Ⅲ,8.1,8.01,12.3,650.4,15.4,2.73,0.17,0.15,10.64,*,*,正常
586,辽宁省,辽河流域,小姐庙,2021-11-16 12:00:00,Ⅴ,6.4,7.62,10.32,669.1,28.7,10.59,0.764,0.131,5.96,*,*,正常
587,辽宁省,辽河流域,口子街,2021-11-16 16:00:00,劣Ⅴ,8.5,9.22,14.71,271.5,7,1.12,0.058,0.023,3.53,*,*,正常
588,辽宁省,辽河流域,牛庄,2021-11-16 16:00:00,Ⅱ,10.2,7.99,12.63,844.1,19.3,3.93,0.274,0.085,8.87,*,*,正常
589,辽宁省,辽河流域,关门山大桥,2021-11-16 16:00:00,Ⅰ,7.7,8.5,14.68,343.1,2,0.86,0.025,0.007,3.87,*,*,正常
590,辽宁省,辽河流域,阿及堡,2021-11-16 16:00:00,Ⅱ,6.6,8.03,11.31,517.9,10,0.81,0.455,0.081,7.51,*,*,正常
591,辽宁省,辽河流域,戈布桥,2021-11-16 12:00:00,Ⅱ,3.6,8.18,10.95,660,3.7,1.94,0.378,0.058,5.28,*,*,正常
592,辽宁省,辽河流域,北杂木,2021-11-16 12:00:00,Ⅱ,6.4,7.82,12.32,319.1,4,2.94,0.1,0.033,5.19,*,*,正常
593,辽宁省,辽河流域,台沟,2021-11-16 12:00:00,Ⅳ,7.3,7.89,10.25,207.2,10.1,8.68,0.025,0.005,--,*,*,维护
594,辽宁省,辽河流域,古楼,2021-11-16 12:00:00,Ⅱ,7.1,7.56,12.67,255,8.6,1.72,0.025,0.021,5.15,*,*,正常
595,辽宁省,辽河流域,兴安,2021-11-16 12:00:00,Ⅱ,10.1,7.87,9.31,396.1,4.4,1.5,0.025,0.039,4.64,*,*,正常
596,辽宁省,辽河流域,凤鸣电站,2021-11-16 16:00:00,Ⅱ,12.1,7.09,9.24,216.6,1.4,2.09,0.025,0.04,2.95,*,*,正常
597,辽宁省,辽河流域,南太子河入库口,2021-11-16 16:00:00,Ⅰ,6.2,8.32,12.79,105.4,5.6,0.52,0.025,0.005,3.17,*,*,正常
598,辽宁省,辽河流域,江桥,2021-11-16 16:00:00,Ⅱ,12.9,6.98,8.86,138.1,4.4,2.31,0.079,0.023,1.97,*,*,正常
599,辽宁省,辽河流域,王家沟,2021-11-16 16:00:00,Ⅱ,8.4,8.34,12.47,593.4,12,2.57,0.025,0.024,3.36,*,*,正常
600,辽宁省,辽河流域,张家堡,2021-11-16 16:00:00,Ⅱ,10.1,7.94,13.27,723.3,18.7,2.62,0.09,0.101,7.08,*,*,正常
601,辽宁省,辽河流域,女儿河入河口,2021-11-16 16:00:00,Ⅳ,8.6,7.75,10.21,788,7,3.11,0.936,0.096,15.89,*,*,正常
602,辽宁省,辽河流域,何家信子,2021-11-16 16:00:00,Ⅱ,9.9,8.14,11.98,413.7,6.7,3.41,0.025,0.053,2.71,*,*,正常
603,辽宁省,辽河流域,西树林,2021-11-16 12:00:00,Ⅲ,7.9,7.79,10.11,1056.5,17.7,2.67,0.382,0.127,13.64,*,*,正常
604,辽宁省,辽河流域,辽河公园,2021-11-16 16:00:00,Ⅲ,6.2,7.52,11.42,3035.9,157,4.99,0.677,0.16,6.86,*,*,正常
605,辽宁省,辽河流域,茧场,2021-11-16 16:00:00,,6.4,8.23,14.4,237.4,10.1,--,0.025,0.006,7.01,*,*,维护
606,辽宁省,辽河流域,大清河口,2021-11-16 16:00:00,Ⅱ,5,7.44,11.05,488,33.6,2.15,0.328,0.065,10.86,*,*,正常
607,辽宁省,辽河流域,闹德海水库,2021-11-16 12:00:00,Ⅲ,11.3,8.73,6.16,486.6,1.4,1.33,0.47,0.174,3.5,0.02,34030,正常
608,辽宁省,辽河流域,下王家,2021-11-16 16:00:00,Ⅱ,7,7.88,10.96,485.2,5.3,1.5,0.063,0.055,4.38,*,*,正常
609,辽宁省,辽河流域,下达河入汤河水库口,2021-11-16 16:00:00,Ⅰ,5.9,8.13,13.1,468,3.4,1.66,0.025,0.009,7.47,*,*,正常
610,辽宁省,辽河流域,丁家柳河桥,2021-11-16 16:00:00,Ⅴ,5.8,7.33,6.87,1075.5,4.1,6.83,1.546,0.361,4.85,*,*,正常
611,辽宁省,辽河流域,曙光大桥,2021-11-16 16:00:00,Ⅲ,3.9,8.3,11.86,765.4,108.2,5.16,0.415,0.151,4.88,*,*,正常
612,辽宁省,辽河流域,清辽,2021-11-16 12:00:00,Ⅱ,8.4,7.68,11.19,499.1,10.3,2.6,0.36,0.1,6.1,*,*,正常
613,辽宁省,辽河流域,通江口,2021-11-16 16:00:00,Ⅳ,2.5,7.65,12.55,811.3,102.9,4.87,0.992,0.261,9.84,*,*,正常
614,辽宁省,辽河流域,东大桥,2021-11-16 16:00:00,Ⅱ,7.1,7.83,12.31,347.1,34,2.27,0.025,0.015,3.07,*,*,正常
615,辽宁省,辽河流域,柴河水库入库口,2021-11-16 16:00:00,Ⅱ,3.7,7.73,12.25,376,6.3,1.99,0.034,0.024,6.05,*,*,正常
616,辽宁省,辽河流域,凡河一号桥,2021-11-16 12:00:00,Ⅱ,4.7,7.91,11.48,552.8,12.4,1.37,0.16,0.067,6.76,*,*,正常
617,辽宁省,辽河流域,松树水文站,2021-11-16 16:00:00,Ⅱ,4.2,7.92,13.54,437.3,791,2.17,0.145,0.569,9.42,*,*,正常
618,辽宁省,辽河流域,亮子河入河口,2021-11-16 16:00:00,,3.7,7.59,12.99,785,18.6,--,--,--,--,*,*,维护
619,辽宁省,辽河流域,三合屯,2021-11-16 12:00:00,Ⅲ,1.4,8.51,12.19,713,54.4,5.08,0.418,0.143,8.4,*,*,正常
620,辽宁省,辽河流域,清河水库入库口,2021-11-16 16:00:00,Ⅳ,4.5,7.62,12.69,273.7,9.3,1.79,0.223,0.171,5.62,*,*,正常
621,辽宁省,辽河流域,南大桥,2021-11-16 12:00:00,Ⅱ,5.4,8.17,13.57,670.7,10.3,2.34,0.11,0.022,5.27,*,*,正常
622,辽宁省,辽河流域,章吉营,2021-11-16 12:00:00,Ⅲ,5.8,8.23,11.29,784.3,13.6,4.66,0.874,0.118,9.92,*,*,正常
623,辽宁省,辽河流域,大凌河西支入河口,2021-11-16 16:00:00,Ⅱ,7.6,8.36,14.81,1063.6,4.7,1.2,0.056,0.041,17.83,*,*,正常
624,辽宁省,辽河流域,李家湾大桥,2021-11-16 16:00:00,Ⅰ,9.6,8.06,10.82,470.9,3.3,0.67,0.032,0.008,3.32,*,*,正常
625,辽宁省,辽河流域,牤牛河大桥,2021-11-16 16:00:00,Ⅲ,4.5,8.2,11.83,664.8,65.5,1.37,0.169,0.174,8.27,*,*,正常
626,辽宁省,辽河流域,孤家子,2021-11-16 16:00:00,Ⅱ,8.8,8.36,11.82,422.2,22.3,2.26,0.025,0.02,6.74,*,*,正常
627,辽宁省,辽河流域,红石碑入海前,2021-11-16 16:00:00,Ⅱ,8.4,7.96,11.54,667,5.1,1.93,0.059,0.031,13.09,*,*,正常
628,辽宁省,辽河流域,小渔场,2021-11-16 16:00:00,Ⅱ,11.1,8.25,12.59,524.7,31.4,2.34,0.025,0.072,6.18,*,*,正常
629,辽宁省,辽河流域,于台,2021-11-16 16:00:00,,14.3,7.64,8.97,1077.8,7.4,--,1.116,0.324,11.2,*,*,维护
630,辽宁省,辽河流域,东陵大桥,??,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
631,辽宁省,辽河流域,砂山,2021-11-16 16:00:00,Ⅲ,6.2,8.22,14.99,687,7.2,3.63,0.254,0.102,7.09,*,*,正常
632,辽宁省,辽河流域,于家房,2021-11-16 12:00:00,Ⅳ,11.4,7.7,8.96,829,19.9,5.55,0.035,0.235,7.6,*,*,正常
633,重庆市,长江流域,清溪场,2021-11-16 16:00:00,Ⅱ,17.2,7.73,9.11,378.8,7.6,1.41,0.025,0.05,1.58,*,*,正常
634,重庆市,长江流域,木瓜洞,2021-11-16 16:00:00,Ⅲ,17.5,7.21,5.74,353.2,4.7,2.42,0.025,0.066,1.58,*,*,正常
635,重庆市,长江流域,丰收坝,2021-11-16 16:00:00,Ⅱ,10.9,8.02,7,411.5,18.1,1.57,0.182,0.04,1.26,*,*,正常
636,重庆市,长江流域,寸滩,2021-11-16 16:00:00,Ⅱ,17.8,8.05,8.78,365.5,22.9,0.87,0.025,0.042,1.23,*,*,正常
637,重庆市,长江流域,和尚山,2021-11-16 16:00:00,Ⅰ,17.8,8.25,8.7,377.6,22.2,0.84,0.052,0.005,1.39,*,*,正常
638,重庆市,长江流域,北温泉,2021-11-16 16:00:00,Ⅱ,16.4,8.47,8.91,348,17.5,1.82,0.133,0.029,1.64,*,*,正常
639,重庆市,长江流域,寨溪大桥,2021-11-16 16:00:00,Ⅱ,15.3,7.77,8.32,886.6,8.1,2.06,0.125,0.03,2.14,*,*,正常
640,重庆市,长江流域,玉滩水库,2021-11-16 16:00:00,Ⅳ,18.8,7.61,3.2,405,2.6,3.82,0.025,0.069,1.52,0.003,2383526,正常
641,重庆市,长江流域,御临镇,2021-11-16 16:00:00,Ⅱ,16.1,8.21,8.1,404.2,12.4,2.62,0.025,0.06,0.82,*,*,正常
642,重庆市,长江流域,黎家乡崔家岩村,2021-11-16 16:00:00,Ⅲ,16.1,6.9,5.45,293.2,13.4,3.17,0.025,0.044,0.98,*,*,正常
643,重庆市,长江流域,运输桥,2021-11-16 16:00:00,Ⅲ,18.7,7.16,6.86,313.3,6.5,4.03,0.025,0.097,1.27,*,*,正常
644,重庆市,长江流域,六剑滩,2021-11-16 16:00:00,,--,--,--,--,--,3.34,0.049,0.085,2.45,*,*,维护
645,重庆市,长江流域,支坪街道,2021-11-16 16:00:00,Ⅱ,15.2,8.02,9.88,395.4,8.5,1.16,0.025,0.035,1.46,*,*,正常
646,重庆市,长江流域,江津大桥,2021-11-16 16:00:00,Ⅱ,17.9,7.97,9.5,393.1,20.2,1.1,0.065,0.049,0.36,*,*,正常
647,重庆市,长江流域,朱杨溪,2021-11-16 16:00:00,Ⅲ,15,8.08,9.78,552.8,31.6,4.79,0.037,0.149,4.34,*,*,正常
648,重庆市,长江流域,北渡,2021-11-16 16:00:00,Ⅱ,15,7.8,9.64,464.6,5.6,0.9,0.07,0.033,1.55,*,*,正常
649,重庆市,长江流域,白杨溪,2021-11-16 04:00:00,Ⅱ,14.4,7.51,9.99,137.2,5.8,3.33,0.025,0.017,1.14,*,*,正常
650,重庆市,长江流域,太和,2021-11-16 16:00:00,Ⅱ,15.4,8.21,9.53,423.5,14,1.21,0.025,0.052,2.01,*,*,正常
651,重庆市,长江流域,官渡,2021-11-16 16:00:00,Ⅱ,16.8,7.82,8.04,320.4,8.6,1.65,0.025,0.06,0.88,*,*,正常
652,重庆市,长江流域,临渡,2021-11-16 16:00:00,Ⅱ,16.6,7.36,7.1,582.4,12.7,2.73,0.091,0.095,2.86,*,*,正常
653,重庆市,长江流域,码头,2021-11-16 16:00:00,Ⅱ,16.5,8.3,8.63,358.8,6.6,2.02,0.065,0.072,0.45,*,*,正常
654,重庆市,长江流域,黄桷,??,,--,--,--,--,--,--,--,--,--,*,*,维护
655,重庆市,长江流域,朱沱,2021-11-16 12:00:00,Ⅱ,18.7,7.85,9.06,400.6,14.4,0.76,0.025,0.04,1.48,*,*,正常
656,重庆市,长江流域,四明水厂,2021-11-16 16:00:00,Ⅳ,14.7,7.82,9.32,482.2,8.8,6.39,0.025,0.044,0.67,*,*,正常
657,重庆市,长江流域,金狮桥,2021-11-16 16:00:00,Ⅱ,12.8,8.32,9.52,250.8,25.8,0.76,0.025,0.028,0.74,*,*,正常
658,重庆市,长江流域,两河口,2021-11-16 16:00:00,Ⅲ,14.7,7.89,9.13,624,13,3.69,0.061,0.132,3.02,*,*,正常
659,重庆市,长江流域,中和,2021-11-16 16:00:00,Ⅲ,16.4,7.89,8.15,619.4,12.1,3.86,0.026,0.12,2.02,*,*,正常
660,重庆市,长江流域,高洞电站,2021-11-16 16:00:00,Ⅲ,16.6,7.68,6.98,535.6,12.3,4.12,0.025,0.132,2.64,*,*,正常
661,重庆市,长江流域,李家碥,2021-11-16 16:00:00,Ⅲ,14.2,8.17,9.89,515,4.7,4.49,0.037,0.079,1.39,*,*,正常
662,重庆市,长江流域,巫山乡,2021-11-16 16:00:00,Ⅱ,13.7,8.36,8.78,255.6,20.6,2.24,0.025,0.057,1.28,*,*,正常
663,重庆市,长江流域,鸭江镇,2021-11-16 16:00:00,Ⅱ,16.8,7.94,10.36,517.7,5.5,1.46,0.025,0.041,2.48,*,*,正常
664,重庆市,长江流域,江口镇,2021-11-16 16:00:00,Ⅰ,16.9,8.1,10.55,326.4,4.7,0.76,0.025,0.013,1.81,*,*,正常
665,重庆市,长江流域,白马,2021-11-16 16:00:00,Ⅱ,18.9,7.96,7.73,410.6,7.9,0.66,0.025,0.031,2.21,*,*,正常
666,重庆市,长江流域,水寨子,2021-11-16 16:00:00,Ⅱ,14.5,8.19,10.22,268,4.2,0.89,0.025,0.014,0.8,*,*,正常
667,重庆市,长江流域,湖海场,2021-11-16 16:00:00,Ⅲ,14.3,8.15,9.63,324.5,17.2,2.49,0.077,0.104,2.25,*,*,正常
668,重庆市,长江流域,卫星桥,2021-11-16 16:00:00,Ⅱ,13.8,8.76,10.18,371.8,11.2,2.66,0.025,0.032,1.15,*,*,正常
669,重庆市,长江流域,高洞梁,2021-11-16 16:00:00,Ⅱ,13.8,8.4,10.06,419.8,11.3,1.21,0.025,0.03,1.16,*,*,正常
670,重庆市,长江流域,苏家,2021-11-16 16:00:00,Ⅱ,18.5,7.97,8.34,410.7,16.2,1.09,0.028,0.046,1.67,*,*,正常
671,重庆市,长江流域,清水湖渡口,2021-11-16 16:00:00,Ⅱ,17.8,8.05,6.86,321.7,1.3,1.37,0.025,0.008,2.3,*,*,正常
672,重庆市,长江流域,小江河口,2021-11-16 16:00:00,Ⅱ,18.6,7.84,8.19,366,6,1.21,0.025,0.049,1.54,*,*,正常
673,重庆市,长江流域,汤溪河江口,2021-11-16 16:00:00,Ⅰ,14.2,8.24,10.46,292.8,12.7,0.42,0.025,0.008,0.55,*,*,正常
674,重庆市,长江流域,白帝城,2021-11-16 16:00:00,Ⅱ,19.1,7.93,7.62,363.4,8.3,1.4,0.025,0.049,1.77,*,*,正常
675,重庆市,长江流域,培石,2021-11-16 16:00:00,Ⅱ,19.4,7.88,8.4,411.7,8.1,1.57,0.031,0.043,1.77,*,*,正常
676,重庆市,长江流域,花台,2021-11-16 16:00:00,Ⅰ,14.6,8.07,9.43,382.9,31.6,0.52,0.025,0.021,1.32,*,*,正常
677,重庆市,长江流域,化杠,2021-11-16 16:00:00,,9.4,7.44,10.59,88.4,1.3,--,0.025,0.005,0.51,*,*,维护
678,重庆市,长江流域,小河,2021-11-16 16:00:00,Ⅰ,16.8,8.37,12.87,321.5,1.6,0.44,0.084,0.015,1.24,*,*,正常
679,重庆市,长江流域,万木,2021-11-16 16:00:00,Ⅱ,20.5,7.52,6.77,466.2,40.1,0.43,0.053,0.03,2.99,*,*,正常
680,重庆市,长江流域,红花村,2021-11-16 16:00:00,Ⅱ,16.2,7.93,9.56,242.8,3,0.88,0.025,0.029,2.24,*,*,正常
681,重庆市,长江流域,南洞沟,2021-11-16 16:00:00,Ⅰ,15.2,7.94,9.42,338.7,3.6,1.07,0.071,0.012,0.97,*,*,正常
682,重庆市,长江流域,郁江桥,2021-11-16 16:00:00,Ⅰ,16.1,8.05,9.95,312.4,4.8,1,0.025,0.014,1.39,*,*,正常
683,重庆市,长江流域,晒网坝,2021-11-16 16:00:00,Ⅱ,19,7.66,7.99,369.6,7.8,1.19,0.025,0.055,1.42,*,*,正常
684,重庆市,长江流域,向家,2021-11-16 16:00:00,Ⅱ,15.6,7.92,9.96,264.7,6.3,2.44,0.025,0.056,1.06,*,*,正常
685,重庆市,长江流域,长滩,2021-11-16 16:00:00,Ⅱ,13.5,8.02,9.39,200.9,18.4,3.2,0.082,0.056,1.39,*,*,正常
686,重庆市,长江流域,李渡,2021-11-16 16:00:00,Ⅱ,16.4,7.91,9.37,371.5,43.9,0.87,0.137,0.046,1.67,*,*,正常
687,吉林省,松花江流域,饮马河大桥,2021-11-16 16:00:00,Ⅱ,5.6,7.74,12.95,334.8,6.1,3.54,0.091,0.04,0.98,*,*,正常
688,吉林省,松花江流域,刘珍屯,2021-11-16 16:00:00,Ⅲ,5.1,7.86,11.77,554.3,20.3,4.72,0.594,0.109,1.36,*,*,正常
689,吉林省,松花江流域,溪浪口,2021-11-16 16:00:00,Ⅱ,7.5,7.47,10.91,268.9,10.2,3.93,0.251,*,*,*,*,正常
690,吉林省,松花江流域,白旗,2021-11-16 16:00:00,Ⅱ,8,7.49,9.67,266.8,7.3,3.39,0.16,0.054,2.51,*,*,正常
691,吉林省,松花江流域,白山大桥,2021-11-16 16:00:00,Ⅱ,10.2,6.95,7.33,128.7,3.8,3.91,0.041,0.036,1.31,*,*,正常
692,吉林省,松花江流域,墙缝,2021-11-16 16:00:00,Ⅱ,3.5,7.85,12.08,186.4,7.1,2.92,0.025,0.034,2,*,*,正常
693,吉林省,松花江流域,福兴,2021-11-16 16:00:00,Ⅱ,4.6,7.73,11.68,326.2,33.2,2.39,0.172,0.076,3.54,*,*,正常
694,吉林省,松花江流域,兰旗大桥,2021-11-16 16:00:00,Ⅱ,10.7,7.26,9.52,178.5,4.1,3.58,0.025,0.025,1.76,*,*,正常
695,吉林省,松花江流域,桦树林,2021-11-16 16:00:00,Ⅲ,5.2,8.14,11.22,297.7,22.8,1.92,0.047,0.047,3.19,0.004,3244030,正常
696,吉林省,松花江流域,官厅桥,2021-11-16 16:00:00,Ⅱ,4.9,7.32,13.09,222.7,6.8,3.22,0.115,0.056,2,*,*,正常
697,吉林省,松花江流域,蛟河口,2021-11-16 16:00:00,Ⅲ,3.5,7.75,12.62,269.8,47.4,2.82,0.235,0.104,2.89,*,*,正常
698,吉林省,松花江流域,哨口,2021-11-16 16:00:00,Ⅱ,8.7,7.25,7.2,276.4,4.5,3.89,0.208,0.051,2.44,*,*,正常
699,吉林省,松花江流域,肖家船口,2021-11-16 16:00:00,Ⅱ,2.7,7.86,11.39,195.4,3,2.02,0.19,0.059,2.87,*,*,正常
700,吉林省,松花江流域,烟筒山,2021-11-16 16:00:00,Ⅱ,4.8,7.59,11.2,402.4,69.5,3.43,0.082,0.089,3.18,*,*,正常
701,吉林省,辽河流域,四双大桥,2021-11-16 16:00:00,Ⅲ,5.3,7.89,12.4,554.4,28,5.67,0.197,0.1,3.84,*,*,正常
702,吉林省,辽河流域,城子上,2021-11-16 16:00:00,Ⅱ,5.6,8.25,12.34,374.5,7.1,3.72,0.083,0.052,3.55,*,*,正常
703,吉林省,辽河流域,林家,2021-11-16 16:00:00,Ⅲ,6.4,7.95,11.31,947.2,33.6,4.05,0.223,0.177,12.75,*,*,正常
704,吉林省,辽河流域,河清,2021-11-16 16:00:00,Ⅲ,6.1,7.86,12.03,628.6,18.7,4.16,0.592,0.074,5.8,*,*,正常
705,吉林省,辽河流域,上活龙,2021-11-16 16:00:00,Ⅱ,10.7,7.28,10.66,116.5,2.4,2.4,0.028,*,*,*,*,正常
706,吉林省,辽河流域,民主,2021-11-16 16:00:00,Ⅰ,5.4,8,13.64,297,3.8,1.28,0.025,0.018,3.66,*,*,正常
707,吉林省,松花江流域,兴隆,2021-11-16 16:00:00,Ⅱ,5.4,7.68,12.37,350.6,56.5,2.82,0.177,0.074,3.05,*,*,正常
708,吉林省,辽河流域,云峰,2021-11-16 16:00:00,Ⅱ,13.1,7.71,8.52,130.8,4.6,2.38,0.037,0.01,1.35,*,*,正常
709,吉林省,辽河流域,老虎哨,2021-11-16 16:00:00,Ⅰ,9.4,7.4,10.81,106.4,2.5,1.91,0.035,0.009,1.6,*,*,正常
710,吉林省,辽河流域,绿江村,2021-11-16 16:00:00,Ⅰ,3.2,8.24,12.26,95.4,2.7,1.17,0.025,*,*,*,*,正常
711,吉林省,辽河流域,鸠谷,2021-11-16 16:00:00,Ⅱ,5.3,7.75,11.78,137,5.9,2.24,0.101,0.05,1.02,*,*,正常
712,吉林省,辽河流域,葫芦套,2021-11-16 16:00:00,Ⅱ,5.9,7.32,12.3,128.9,3.5,2.06,0.025,0.014,0.8,*,*,正常
713,吉林省,辽河流域,大阳岔,2021-11-16 16:00:00,Ⅰ,9.2,7.94,10.22,193.3,1.6,0.25,0.025,0.019,1.32,*,*,正常
714,吉林省,松花江流域,查干湖,2021-11-16 16:00:00,Ⅳ,7.6,8.38,11.76,1032,17.3,7.04,0.025,0.039,0.22,*,*,正常
715,吉林省,松花江流域,松林,2021-11-16 12:00:00,Ⅱ,2.7,7.74,12.65,382.7,29.4,3.88,0.31,0.06,2.42,*,*,正常
716,吉林省,松花江流域,宁江,2021-11-16 16:00:00,Ⅱ,3.3,7.7,13.48,300.7,16.2,3.93,0.087,0.058,2.62,*,*,正常
717,吉林省,松花江流域,月亮湖下,2021-11-16 16:00:00,Ⅳ,7.4,8.22,13.7,317.8,67.8,9.59,0.025,0.059,3.32,*,*,正常
718,吉林省,松花江流域,圈河,2021-11-16 12:00:00,Ⅱ,11,7.34,10.93,147.9,36,3.79,0.248,0.075,1.39,*,*,正常
719,吉林省,松花江流域,大山(新甸),2021-11-16 16:00:00,Ⅱ,4,6.96,12.65,142.2,10.6,3.06,0.048,0.053,0.33,*,*,正常
720,吉林省,松花江流域,榆树川,2021-11-16 16:00:00,Ⅱ,3.9,7.51,12.87,186.9,27.1,2.19,0.036,0.064,1.34,*,*,正常
721,吉林省,松花江流域,延吉下,2021-11-16 16:00:00,Ⅱ,7.5,7.78,12.64,269,35.2,2.78,0.095,0.068,2.84,*,*,正常
722,吉林省,松花江流域,西崴子,2021-11-16 16:00:00,Ⅱ,3.6,7.52,12.92,147.2,11.9,3.46,0.025,0.042,1.39,*,*,正常
723,吉林省,松花江流域,石井(小河龙),2021-11-16 16:00:00,Ⅱ,4.9,7.98,12.5,324.9,15.8,1.71,0.025,0.046,1.66,*,*,正常
724,吉林省,松花江流域,三家子,2021-11-16 16:00:00,Ⅲ,12.3,6.98,11.24,92.1,9.1,3.96,0.619,0.054,1.36,*,*,正常
725,吉林省,松花江流域,池北铁桥,2021-11-16 16:00:00,Ⅱ,4.2,7.5,8.74,141,4.3,1.08,0.025,0.074,0.78,*,*,正常
726,吉林省,松花江流域,新立城大坝,2021-11-16 12:00:00,Ⅱ,5.2,8.46,13,296.8,8.6,3.47,0.025,0.033,1.21,*,*,正常
727,吉林省,松花江流域,砖瓦窑桥,2021-11-16 16:00:00,Ⅲ,4.4,7.7,12.1,640.8,12.1,4.98,0.363,0.193,3.8,*,*,正常
728,吉林省,松花江流域,镇江口,2021-11-16 16:00:00,Ⅲ,6.9,7.51,8.05,406.8,39.8,4.48,0.175,0.089,3.24,*,*,正常
729,吉林省,松花江流域,靠山大桥,2021-11-16 16:00:00,Ⅳ,9,7.96,8.57,1032.7,163.3,8.23,0.342,0.285,7.32,*,*,正常
730,四川省,长江流域,岳店子下,2021-11-16 16:00:00,Ⅲ,14.6,8.58,11.81,388,7.7,1.39,0.05,0.105,3.4,*,*,正常
731,四川省,长江流域,三邑大桥,2021-11-16 16:00:00,Ⅰ,15,8.08,9.55,337.8,23,1.07,0.064,0.02,1.9,*,*,正常
732,四川省,长江流域,宏缘,2021-11-16 16:00:00,Ⅱ,14.4,7.74,10.91,502.6,6.3,1.38,0.058,0.078,3.24,*,*,正常
733,四川省,长江流域,李家湾,2021-11-16 16:00:00,Ⅲ,16.4,8.7,9.37,510.1,19.2,2.05,0.027,0.105,2.75,*,*,正常
734,四川省,长江流域,碳研所,2021-11-16 16:00:00,Ⅲ,17.6,7.83,8.04,833.4,11.5,3.73,0.069,0.129,3.34,*,*,正常
735,四川省,长江流域,廖家堰,2021-11-16 16:00:00,Ⅲ,15,8,9.81,1016,11.5,3.35,0.165,0.103,3.26,*,*,正常
736,四川省,长江流域,两河口,2021-11-16 16:00:00,,15.7,8.01,8.8,476.8,4.6,--,0.025,0.055,1.55,*,*,维护
737,四川省,长江流域,脚仙村,2021-11-16 16:00:00,Ⅱ,15.1,8.16,10.76,455.6,15.5,1.74,0.047,0.092,3.47,*,*,正常
738,四川省,长江流域,龙洞,2021-11-16 16:00:00,Ⅰ,18.2,8.44,8.88,887.7,4.8,0.95,0.025,0.005,0.55,*,*,正常
739,四川省,长江流域,倮果,2021-11-16 16:00:00,Ⅰ,18.1,8.6,8.68,919.1,2.3,0.63,0.025,0.007,0.64,*,*,正常
740,四川省,长江流域,雅砻江口,2021-11-16 12:00:00,Ⅰ,18.1,7.94,8.32,249,7.6,1.1,0.025,0.008,0.59,*,*,正常
741,四川省,长江流域,柏枝,2021-11-16 16:00:00,Ⅰ,18.4,8.21,8.37,291.7,2.1,0.9,0.025,0.011,0.47,*,*,正常
742,四川省,长江流域,湾凼,2021-11-16 16:00:00,Ⅳ,12.7,7.12,9.24,309.9,22.4,6.5,0.08,0.06,0.5,*,*,正常
743,四川省,长江流域,手爬岩,2021-11-16 16:00:00,Ⅱ,17.6,7.69,8.8,381.6,21.9,1.2,0.025,0.055,1.34,*,*,正常
744,四川省,长江流域,沱江大桥(沱江二桥),2021-11-16 16:00:00,Ⅲ,16.7,8.25,9.53,520.6,41.4,2.01,0.025,0.116,3.4,*,*,正常
745,四川省,长江流域,醒觉溪,2021-11-16 12:00:00,Ⅱ,15.2,7.93,9.09,432.2,29.4,1.04,0.025,0.033,3.62,*,*,正常
746,四川省,长江流域,胡市大桥,2021-11-16 16:00:00,Ⅲ,17.1,7.52,7.68,463.4,12.9,5.07,0.042,0.105,2.33,*,*,正常
